,tags,name,udc
43,"['элемент', 'относительн', 'стратег', 'наименьш', 'доказательств', 'вычислим', 'естепен', 'λ', 'φ', 'существ', 'полурекурсивн', 'след', 'множеств', 'так', 'этап', 'либ', 'случа', 'некотор', 'степен', 'множеств', 'φ', 'так', 'пуст', 'явля', 'вп', 'теорем', 'полурекурсивн', 'существ', 'множеств', 'пуст', 'степен', 'тотальн', 'существ', 'относительн', 'теор', 'этап', 'явля', 'вп', 'полурекурсивн', 'случа', 'требован', 'наименьш', 'естепен', 'стратег', 'степен', 'так', 'некотор', 'пуст', 'существ', 'относительн', 'вычислим', 'λ', 'ψ', 'теорем', 'φ', 'множеств']",al-14,510
44,"['кажд', 'морл', 'минимальн', 'люб', 'элемент', 'формул', 'след', 'реализац', 'код', 'явля', 'структур', 'пол', 'множеств', 'функц', 'функц', 'генерическ', 'черн', 'элемент', 'определен', 'структур', 'минимальн', 'так', 'пол', 'люб', 'след', 'код', 'явля', 'множеств', 'код', 'ранг', 'явля', 'котор', 'минимальн', 'множеств', 'след', 'структур', 'морл', 'пол', 'элемент', 'функц', 'хорош', 'формул', 'морл', 'функц', 'определен', 'выполня', 'справедлив', 'люб', 'элемент', 'реализац', 'код', 'структур', 'множеств', 'явля', 'формул', 'хорош']",al-140,510
45,"['порядк', 'доказательств', 'групп', 'прост', 'числ', 'пуст', 'модул', 'мерсен', 'элемент', 'котор', 'содерж', 'элемент', 'доказательств', 'групп', 'прост', 'числ', 'порядк', 'пуст', 'модул', 'содерж', 'котор', 'мерсен', 'мерсен', 'котор', 'элемент', 'групп', 'прост', 'числ', 'порядк', 'пуст', 'модул', 'доказательств', 'содерж', 'числ', 'мерсен', 'прост', 'групп', 'порядк', 'пуст', 'модул', 'доказательств', 'элемент', 'котор', 'содерж']",al-141,512
46,"['пуст', 'порядк', 'подгрупп', 'элемент', 'групп', 'поэт', 'либ', 'п', 'содерж', 'порожда', 'доказательств', 'подгрупп', 'либ', 'элемент', 'доказательств', 'порядк', 'поэт', 'групп', 'пуст', 'п', 'содерж', 'порожда', 'поэт', 'групп', 'подгрупп', 'п', 'элемент', 'порядк', 'пуст', 'либ', 'содерж', 'доказательств', 'порожда', 'элемент', 'порядк', 'подгрупп', 'групп', 'поэт', 'либ', 'п', 'пуст', 'доказательств', 'порожда', 'содерж']",al-142,512
47,"['люб', 'явля', 'некотор', 'конечн', 'предполож', 'существ', 'такж', '↓', 'случа', 'элемент', 'след', 'решетк', 'так', 'множеств', 'называ', 'след', 'случа', 'конечн', 'люб', 'нормальн', 'доказательств', 'определен', 'сниз', 'решетк', 'явля', 'так', 'элемент', 'пуст', 'нормальн', 'пуст', 'случа', 'такж', 'найдет', 'решетк', 'конечн', 'доказательств', 'существ', 'люб', 'явля', 'множеств', 'так', 'элемент', 'полурешетк', 'существ', 'элемент', 'конечн', 'определен', 'так', 'множеств', 'некотор', 'след', 'решетк', 'люб', 'явля', 'пуст', 'доказательств']",al-143,512
48,"['голод', 'конечн', 'групп', 'порожден', 'однородн', 'многочлен', 'образ', 'алгебр', 'элемент', 'числ', 'подгрупп', 'φ', 'пуст', 'идеа', 'пуст', 'подгрупп', 'групп', 'числ', 'порожда', 'голод', 'конечн', 'элемент', 'алгебр', 'многочлен', 'однородн', 'образ', 'идеа', 'порожден', 'порожда', 'пуст', 'порожден', 'многочлен', 'голод', 'групп', 'элемент', 'алгебр', 'конечн', 'однородн', 'числ', 'подгрупп', 'φ', 'идеа', 'элемент', 'порожден', 'групп', 'многочлен', 'однородн', 'φ', 'содерж', 'конечн', 'алгебр', 'числ', 'подгрупп', 'пуст', 'образ', 'идеа']",al-144,512
49,"['групп', 'алгебраическ', 'тождеств', 'множеств', 'отображен', 'элемент', 'φ', 'операц', 'систем', 'рассмотр', 'рассмотр', 'групп', 'систем', 'элемент', 'тождеств', 'алгебраическ', 'φ', 'множеств', 'отображен', 'операц', 'систем', 'φ', 'операц', 'элемент', 'тождеств', 'отображен', 'групп', 'алгебраическ', 'рассмотр', 'множеств', 'групп', 'алгебраическ', 'рассмотр', 'отображен', 'тождеств', 'элемент', 'систем', 'множеств', 'операц', 'φ']",al-145,512
50,"['относительн', 'функтор', 'модул', 'φ', 'супералгебр', 'суперпространств', 'матриц', 'пуст', 'суперкомодул', 'су', 'соответств', 'супермодул', 'явля', 'категор', 'изоморфизм', 'супергрупп', 'супермодул', 'четн', 'суперкомодул', 'модул', 'матриц', 'предложен', 'супералгебр', 'шур', 'тензорн', 'φ', 'категор', 'суперпространств', 'шур', 'морфизм', 'произвольн', 'функтор', 'φ', 'соответств', 'суперпространств', 'комодул', 'линейн', 'аффин', 'предложен', 'супермодул', 'супералгебр', 'категор', 'аффин', 'категор', 'супергрупп', 'базис', 'функтор', 'явля', 'супералгебр', 'имеет', 'модул', 'предложен', 'супермодул', 'φ', 'суперпространств', 'шур']",al-146,512
51,"['формул', 'множеств', 'люб', 'элемент', 'класс', 'полигон', 'называ', 'θ', 'обознача', 'теор', 'существ', 'примитивн', 'φ', 'пуст', 'полигон', 'φ', 'θ', 'примитивн', 'кортеж', 'аддитивн', 'моноид', 'люб', 'называ', 'оп', '∧', 'класс', 'теор', 'множеств', 'примитивн', 'моноид', 'явля', 'коп', 'элемент', 'связн', 'оп', 'φ', 'множеств', 'пуст', 'кортеж', 'существ', 'так', 'теор', 'примитивн', 'формул', '∧', 'эквивалентн', 'аддитивн', 'нормальн', 'обознача', 'называ', 'коп', 'теор', 'φ', 'множеств', 'полигон', 'класс']",al-147,510
52,"['модел', 'счетн', 'γ', 'маршрут', 'существ', 'тип', 'элемент', 'теор', 'орграф', 'кортеж', 'властн', 'существован', 'котор', 'вершин', 'граф', 'называ', 'главн', 'услов', 'длин', 'множеств', 'тип', 'маршрут', 'теор', 'люб', 'класс', 'те', 'властн', 'изоморфизм', 'элемент', 'граф', 'так', 'множеств', 'маршрут', 'существован', 'называ', 'длин', 'вершин', 'явля', 'орграф', 'существ', 'тип', 'цвет', 'тип', 'цвет', 'модел', 'γ', 'орграф', 'подграф', 'вершин', 'элемент', 'котор', 'так', 'существ', 'конечн', 'связа', 'те']",al-148,510
