,udc,keywords
41,517,"['т', 'тривиальн', 'област', 'услов', 'оказыва', 'больш', 'участк', 'ференц', 'изучен', 'б', 'частн', 'точк', 'ни', 'согласн', 'уравнен', 'е', 'ф', 'област', 'неограничен', 'сист', 'й', 'такж', 'изуча', 'пуст', 'раус', 'трех', 'множеств', 'котор', 'м', 'ак', 'загрузк', 'удовлетв', 'возрастан', 'счита', 'выбер', 'х', 'кажд', 'систем', 'цел', 'множеств', 'номер', 'чивост', 'содерж', 'общероссийск', 'выход', 'могут', 'ру', 'сил', 'област', 'вид', 'нам', 'х', 'балитин', 'цел', 'ах', 'котор']"
42,512,"['целочислен', 'разложен', 'следовательн', 'е', 'матриц', 'числ', 'вложен', 'индекс', 'билинейн', 'стро', 'рав', 'ядр', 'гг', 'аг', 'пространств', 'разложен', 'линейн', 'инвариантн', 'определ', 'подрешеток', 'лемм', '¥', 'го', '»', 'групп', 'прям', '»«', 'упрощен', 'алгебр', 'прост', 'одн', 'нормировк', 'взаимн', 'называ', 'мат', 'поскольк', 'люб', 'две', 'сюръективн', 'относительн', 'аффин', 'точк', 'корн', 'базис', 'значен', 'рассмотр', 'котор', 'матриц', 'е', 'т', 'алгебр', 'сопряжен', '€', 'перв', 'введен', 'разлож']"
43,517,"['дирихл', 'точк', 'образ', 'огранич', 'окажет', 'фг', 'разрешим', 'услов', 'использован', 'обознач', 'итак', 'очевидн', 'решен', 'х', 'систем', 'окружн', 'случа', 'ач', 'ис', 'втор', 'случ', 'учитыв', 'ням', 'пробега', 'строк', 'удк', 'различн', 'слаб', 'сист', 'е', 'ф', 'имеет', 'обозначен', 'аг', 'будут', 'внутрен', 'соответств', 'д', 'некотор', 'порта', 'раст', 'г', 'единичн', 'а', 'буд', 'л', 'радиус', 'п', 'такж', 'представ', 'лиш', 'р', 'круг', 'необходим', 'т', 'июн']"
44,517,"['равенств', 'х', 'лин', 'вид', 'ох', 'ясн', 'дифференц', 'использован', 'март', 'состав', 'дл', 'вопрос', 'примен', 'пар', 'т', 'соответств', 'ах', 'лемм', 'определен', 'ф', 'производн', 'г', 'непрерывн', 'аналогичн', 'х°', 'дроб', 'дан', 'ру', 'параметр', 'значен', 'общероссийск', 'интервал', 'пуст', 'частн', 'сам', 'х', 'следовательн', 'индекс', 'противоположн', 'справедлив', 'сут', 'нужн', 'дифференцируем', 'групп', 'лебег', 'уравнен', 'математическ', 'позвол', 'координат', 'сгущен', 'ах', 'дх', 'соблюда', 'полиг', 'диффер', 'касательн']"
45,510,"['определ', '✡', 'граф', 'называ', 'иррефлексивн', 'неразрешим', 'получ', 'конфигурац', 'существ', 'см', 'кажд', 'значен', 'порожден', 'получа', 'правильн', 'определ', 'буд', 'свободн', 'получ', 'имеет', 'индукц', 'общероссийск', 'существ', 'ведущ', 'фрагмент', 'основн', 'показыва', 'рассматрив', 'го', 'след', '❙', 'различн', 'явля', 'использова', 'обзор', 'симметричн', 'вес', 'сибиск', 'невоз', 'пуст', 'сигнатур', 'вычислен', 'котор', 'част', 'основн', '❆', 'аналогичн', 'нш', 'вид', 'носител', 'инцидентн', 'об', 'точ', 'порта', 'ных', 'фундаментальн']"
46,517,"['функц', 'теорем', 'работ', 'еп', 'вг', 'ци', 'утвержден', 'специальн', 'пуст', 'резул', 'математическ', 'весьм', 'год', 'делен', 'дан', 'доказательств', 'услов', 'окончательн', 'ряд', 'след', 'двух', 'равн', 'теор', 'вид', 'см', 'однородн', 'лежа', 'ва', 'радиус', 'х', 'двух', 'г', 'жк', 'мног', 'доказа', 'локальн', 'ак', 'вв', 'след', 'пуст', 'странств', 'методик', 'функц', 'средн', 'е', 'ряд', 'явля', 'задач', 'параметр', 'сле', 'шаров', 'получа', 'туральн', 'семинар', 'ортогональн', '»']"
47,532.59,"['волн', 'услов', 'ряд', 'решен', 'свободн', 'удовлетворя', 'формул', 'е', 'коэффициент', 'постоянств', 'ос', 'получ', 'найден', 'соответств', 'ряд', 'семейств', 'параметр', 'поэт', 'принадлеж', 'результат', 'одн', 'точк', 'уединен', 'поскольк', 'зат', 'вплот', 'замеч', 'луч', 'функц', 'знак', 'безразмерн', 'зу', 'ос', 'принадлеж', 'задач', 'ищет', 'учитыв', 'дифференциальн', 'дифференцирован', 'глубин', 'обобщен', 'отношен', 'о', 'друг', 'задач', 'точк', 'представлен', 'прич', 'доказательств', 'формул', 'измер', 'начальн', 'де', 'изображен', 'см', 'подставл']"
48,514,"['так', 'га', 'явля', 'арифметическ', 'стрем', 'существ', 'услов', 'взят', 'име', '©', 'возможн', 'соотношен', 'лемм', 'определен', 'е', 'получа', 'г', 'выполн', 'устойчив', 'гур', 'выбер', 'производ', 'предлож', 'р', 'ввид', '»', 'чисел', '±', 'куб', 'котор', 'означа', 'г', 'выполн', 'дг', 'степен', 'странств', 'внешн', 'ви', 'вектор', 'равн', 'дают', 'формн', 'функц', 'ограничен', 'конечн', 'локальн', 'загрузк', 'очевидн', 'х', 'справедлив', 'рассмотр', 'лебег', 'ехр', 'необход', 'след', 'зависим']"
49,512,"['люб', 'сист', 'дан', 'соответств', 'доказательств', 'либ', 'кольц', 'коммутативн', 'некотор', '⊂', 'существ', 'ност', 'физм', 'так', 'групп', 'φ', 'матриц', 'автоморфизм', 'модул', 'рассматрива', 'зам', 'равн', '\uf8eb', 'доказательств', 'называ', 'поэт', 'систем', 'част', 'базис', 'кольц', 'присоединен', 'единиц', 'автоморфизм', 'решетк', 'систем', '\uf8f8', 'совпада', 'матриц', 'фиксирова', 'допуска', 'след', 'такж', 'разложен', 'знач', 'выполня', 'коммутативн', 'случа', 'имеют', 'корн', '\uf8f8', 'рассмотр', 'одномерн', 'определя', 'действ', 'локальн', 'иском']"
50,517,"['втор', 'област', 'е', 'порядк', 'уравнен', 'мал', '±', 'взят', 'пуст', 'регулярн', 'семейств', 'равн', 'интеграл', 'теор', 'функц', 'уравнен', 'внутр', 'огранич', 'центр', 'он', 'соответств', 'справедлив', 'аналогичн', 'л', 'г', 'гь', 'ви', 'реш', 'уравнен', 'нормальн', 'регулярн', 'очевидн', 'так', 'е', 'свойств', 'то', 'ни', 'могут', 'лежа', 'ограничен', 'достаточн', 'последовательн', 'решен', 'е', 'семейств', 'р', 'шен', 'член', 'помощ', 'положительн', 'пол', 'мальност', 'неположительн', 'нормальн', 'так', 'теор']"
51,512,"['кольц', 'прост', 'пуст', 'групп', 'па', 'транзитивн', 'частност', 'одн', 'люб', 'модул', 'последн', 'так', 'име', 'адическ', 'некотор', 'свойств', 'хг', 'ф', 'люб', 'числ', 'на', 'котор', 'итак', 'вполн', 'общероссийск', 'сепарабельн', 'сравним', 'слага', 'сервантн', 'подгрупп', '€', 'поэт', 'ра', '»', 'выполня', 'прич', 'а', 'доказательств', 'име', 'групп', 'хи', 'утвержден', '€', 'откуд', 'знач', 'кег', 'выполня', 'отсюд', 'транзитивн', 'изоморфизм', 'свойств', 'кажд', 'ха', 'нетрудн', 'найдут', 'имеет']"
52,510,"['разрешим', 'язык', 'конечн', 'покаж', 'кажд', 'иб', 'люб', 'шим', 'замкн', 'станов', 'применен', 'провод', 'определим', 'изоморфн', 'теор', 'матриц', 'пуст', 'групп', 'разрешим', '±', 'иерар', 'предл', 'жен', 'результат', 'след', 'вопрос', 'называ', 'бескванторн', 'множеств', 'очевидн', 'иерарх', 'неразрешим', 'назов', 'бу', 'од', 'сигнатур', 'установ', '±', 'алгебраическ', 'блочн', 'соглашен', 'счита', 'некотор', 'язык', 'котор', 'хт', 'настоя', 'порядк', 'так', 'видоизмен', 'матричн', 'част', 'действующ', 'кортеж', 'объединен', 'гильберт']"
53,512,"['энгелев', 'энгел', 'отн', 'двух', 'научн', 'работ', 'построен', 'полож', 'алгебраическ', 'мног', 'ко', 'действу', 'отлич', 'определен', 'длин', 'нормальн', 'явля', 'работ', 'поскольк', 'биномиальн', 'эн', 'романьк', 'номер', 'оцен', '–', 'повышен', 'абелев', 'выполня', 'называ', 'пе', 'лемм', 'элемент', 'сил', 'следов', 'предлож', 'рам', 'стве', 'дан', 'класс', 'обобщен', 'оцен', 'получ', 'определен', 'функц', 'произведен', 'нормальн', 'напомн', 'равн', '≥', 'выш', 'рассматрива', 'журна', 'мент', 'нильпотентн', 'руководител', 'возьм']"
